dteday,cnt_orders,cnt_products,casual,registered,cnt_sales
2011-03-04,95,1944,214,1730,1944
2011-03-04,106,1944,214,1730,1944
2011-03-04,118,1944,214,1730,1944
2011-03-04,228,1944,214,1730,1944
2011-03-04,187,1944,214,1730,1944
2011-03-04,107,1944,214,1730,1944
2011-03-04,87,1944,214,1730,1944
2011-03-04,70,1944,214,1730,1944
2011-03-04,44,1944,214,1730,1944
2011-03-04,46,1944,214,1730,1944
2011-03-05,19,2077,640,1437,2077
2011-03-05,25,2077,640,1437,2077
2011-03-05,20,2077,640,1437,2077
2011-03-05,2,2077,640,1437,2077
2011-03-05,1,2077,640,1437,2077
2011-03-05,3,2077,640,1437,2077
2011-03-05,4,2077,640,1437,2077
2011-03-05,15,2077,640,1437,2077
2011-03-05,45,2077,640,1437,2077
2011-03-05,63,2077,640,1437,2077
2011-03-05,103,2077,640,1437,2077
2011-03-05,159,2077,640,1437,2077
2011-03-05,167,2077,640,1437,2077
2011-03-05,190,2077,640,1437,2077
2011-03-05,198,2077,640,1437,2077
2011-03-05,205,2077,640,1437,2077
2011-03-05,204,2077,640,1437,2077
2011-03-05,164,2077,640,1437,2077
2011-03-05,152,2077,640,1437,2077
2011-03-05,89,2077,640,1437,2077
2011-03-05,70,2077,640,1437,2077
2011-03-05,72,2077,640,1437,2077
2011-03-05,63,2077,640,1437,2077
2011-03-05,44,2077,640,1437,2077
2011-03-06,52,605,114,491,605
2011-03-06,39,605,114,491,605
2011-03-06,32,605,114,491,605
2011-03-06,11,605,114,491,605
2011-03-06,3,605,114,491,605
2011-03-06,2,605,114,491,605
2011-03-06,5,605,114,491,605
2011-03-06,9,605,114,491,605
2011-03-06,22,605,114,491,605
2011-03-06,31,605,114,491,605
2011-03-06,62,605,114,491,605
2011-03-06,79,605,114,491,605
2011-03-06,105,605,114,491,605
2011-03-06,39,605,114,491,605
2011-03-06,7,605,114,491,605
2011-03-06,11,605,114,491,605
2011-03-06,25,605,114,491,605
2011-03-06,23,605,114,491,605
2011-03-06,11,605,114,491,605
2011-03-06,11,605,114,491,605
2011-03-06,7,605,114,491,605
2011-03-06,10,605,114,491,605
2011-03-06,9,605,114,491,605
2011-03-07,4,1872,244,1628,1872
2011-03-07,2,1872,244,1628,1872
2011-03-07,1,1872,244,1628,1872
2011-03-07,1,1872,244,1628,1872
2011-03-07,1,1872,244,1628,1872
2011-03-07,34,1872,244,1628,1872
2011-03-07,91,1872,244,1628,1872
2011-03-07,211,1872,244,1628,1872
2011-03-07,134,1872,244,1628,1872
2011-03-07,58,1872,244,1628,1872
2011-03-07,60,1872,244,1628,1872
2011-03-07,96,1872,244,1628,1872
2011-03-07,70,1872,244,1628,1872
2011-03-07,77,1872,244,1628,1872
2011-03-07,96,1872,244,1628,1872
2011-03-07,122,1872,244,1628,1872
2011-03-07,233,1872,244,1628,1872
2011-03-07,233,1872,244,1628,1872
2011-03-07,145,1872,244,1628,1872
2011-03-07,92,1872,244,1628,1872
2011-03-07,54,1872,244,1628,1872
2011-03-07,35,1872,244,1628,1872
2011-03-07,22,1872,244,1628,1872
2011-03-08,10,2133,316,1817,2133
2011-03-08,4,2133,316,1817,2133
2011-03-08,1,2133,316,1817,2133
2011-03-08,7,2133,316,1817,2133
2011-03-08,2,2133,316,1817,2133
2011-03-08,10,2133,316,1817,2133
2011-03-08,45,2133,316,1817,2133
2011-03-08,128,2133,316,1817,2133
2011-03-08,257,2133,316,1817,2133
2011-03-08,151,2133,316,1817,2133
2011-03-08,71,2133,316,1817,2133
2011-03-08,78,2133,316,1817,2133
2011-03-08,99,2133,316,1817,2133
2011-03-08,98,2133,316,1817,2133
2011-03-08,72,2133,316,1817,2133
2011-03-08,112,2133,316,1817,2133
2011-03-08,108,2133,316,1817,2133
2011-03-08,248,2133,316,1817,2133
2011-03-08,235,2133,316,1817,2133
2011-03-08,150,2133,316,1817,2133
2011-03-08,76,2133,316,1817,2133
2011-03-08,75,2133,316,1817,2133
2011-03-08,55,2133,316,1817,2133
2011-03-08,41,2133,316,1817,2133
2011-03-09,9,1891,191,1700,1891
2011-03-09,4,1891,191,1700,1891
2011-03-09,2,1891,191,1700,1891
2011-03-09,3,1891,191,1700,1891
2011-03-09,2,1891,191,1700,1891
2011-03-09,8,1891,191,1700,1891
2011-03-09,49,1891,191,1700,1891
2011-03-09,141,1891,191,1700,1891
2011-03-09,249,1891,191,1700,1891
2011-03-09,141,1891,191,1700,1891
2011-03-09,57,1891,191,1700,1891
2011-03-09,59,1891,191,1700,1891
2011-03-09,98,1891,191,1700,1891
2011-03-09,99,1891,191,1700,1891
2011-03-09,71,1891,191,1700,1891
2011-03-09,79,1891,191,1700,1891
2011-03-09,112,1891,191,1700,1891
2011-03-09,194,1891,191,1700,1891
2011-03-09,188,1891,191,1700,1891
2011-03-09,134,1891,191,1700,1891
2011-03-09,91,1891,191,1700,1891
2011-03-09,62,1891,191,1700,1891
2011-03-09,21,1891,191,1700,1891
2011-03-09,18,1891,191,1700,1891
2011-03-10,3,623,46,577,623
2011-03-10,2,623,46,577,623
2011-03-10,1,623,46,577,623
2011-03-10,3,623,46,577,623
2011-03-10,12,623,46,577,623
2011-03-10,37,623,46,577,623
2011-03-10,44,623,46,577,623
2011-03-10,24,623,46,577,623
2011-03-10,17,623,46,577,623
2011-03-10,11,623,46,577,623
2011-03-10,34,623,46,577,623
2011-03-10,12,623,46,577,623
2011-03-10,12,623,46,577,623
2011-03-10,14,623,46,577,623
2011-03-10,21,623,46,577,623
2011-03-10,111,623,46,577,623
2011-03-10,82,623,46,577,623
2011-03-10,56,623,46,577,623
2011-03-10,38,623,46,577,623
2011-03-10,28,623,46,577,623
2011-03-10,34,623,46,577,623
2011-03-10,27,623,46,577,623
2011-03-11,6,1977,247,1730,1977
2011-03-11,8,1977,247,1730,1977
2011-03-11,5,1977,247,1730,1977
2011-03-11,2,1977,247,1730,1977
2011-03-11,7,1977,247,1730,1977
2011-03-11,32,1977,247,1730,1977
2011-03-11,114,1977,247,1730,1977
2011-03-11,259,1977,247,1730,1977
2011-03-11,156,1977,247,1730,1977
2011-03-11,78,1977,247,1730,1977
2011-03-11,81,1977,247,1730,1977
2011-03-11,111,1977,247,1730,1977
2011-03-11,107,1977,247,1730,1977
2011-03-11,89,1977,247,1730,1977
2011-03-11,85,1977,247,1730,1977
2011-03-11,113,1977,247,1730,1977
2011-03-11,223,1977,247,1730,1977
2011-03-11,153,1977,247,1730,1977
2011-03-11,118,1977,247,1730,1977
2011-03-11,76,1977,247,1730,1977
2011-03-11,53,1977,247,1730,1977
2011-03-11,64,1977,247,1730,1977
2011-03-11,37,1977,247,1730,1977
2011-03-12,34,2132,724,1408,2132
2011-03-12,18,2132,724,1408,2132
2011-03-12,14,2132,724,1408,2132
2011-03-12,7,2132,724,1408,2132
2011-03-12,1,2132,724,1408,2132
2011-03-12,2,2132,724,1408,2132
2011-03-12,4,2132,724,1408,2132
2011-03-12,23,2132,724,1408,2132
2011-03-12,53,2132,724,1408,2132
2011-03-12,101,2132,724,1408,2132
2011-03-12,99,2132,724,1408,2132
2011-03-12,119,2132,724,1408,2132
2011-03-12,158,2132,724,1408,2132
2011-03-12,157,2132,724,1408,2132
2011-03-12,166,2132,724,1408,2132
2011-03-12,182,2132,724,1408,2132
2011-03-12,244,2132,724,1408,2132
2011-03-12,213,2132,724,1408,2132
2011-03-12,145,2132,724,1408,2132
2011-03-12,112,2132,724,1408,2132
2011-03-12,86,2132,724,1408,2132
2011-03-12,82,2132,724,1408,2132
2011-03-12,63,2132,724,1408,2132
2011-03-12,49,2132,724,1408,2132
2011-03-13,38,2417,982,1435,2417
2011-03-13,33,2417,982,1435,2417
2011-03-13,23,2417,982,1435,2417
2011-03-13,13,2417,982,1435,2417
2011-03-13,3,2417,982,1435,2417
2011-03-13,2,2417,982,1435,2417
2011-03-13,10,2417,982,1435,2417
2011-03-13,34,2417,982,1435,2417
2011-03-13,44,2417,982,1435,2417
2011-03-13,122,2417,982,1435,2417
2011-03-13,181,2417,982,1435,2417
2011-03-13,194,2417,982,1435,2417
2011-03-13,221,2417,982,1435,2417
2011-03-13,250,2417,982,1435,2417
2011-03-13,304,2417,982,1435,2417
2011-03-13,256,2417,982,1435,2417
2011-03-13,241,2417,982,1435,2417
2011-03-13,147,2417,982,1435,2417
2011-03-13,101,2417,982,1435,2417
2011-03-13,77,2417,982,1435,2417
2011-03-13,58,2417,982,1435,2417
2011-03-13,37,2417,982,1435,2417
2011-03-13,28,2417,982,1435,2417
2011-03-14,11,2046,359,1687,2046
2011-03-14,1,2046,359,1687,2046
2011-03-14,1,2046,359,1687,2046
2011-03-14,3,2046,359,1687,2046
2011-03-14,8,2046,359,1687,2046
2011-03-14,28,2046,359,1687,2046
2011-03-14,88,2046,359,1687,2046
2011-03-14,241,2046,359,1687,2046
2011-03-14,140,2046,359,1687,2046
2011-03-14,84,2046,359,1687,2046
2011-03-14,71,2046,359,1687,2046
2011-03-14,94,2046,359,1687,2046
2011-03-14,75,2046,359,1687,2046
2011-03-14,79,2046,359,1687,2046
2011-03-14,101,2046,359,1687,2046
2011-03-14,107,2046,359,1687,2046
2011-03-14,271,2046,359,1687,2046
2011-03-14,235,2046,359,1687,2046
2011-03-14,150,2046,359,1687,2046
2011-03-14,129,2046,359,1687,2046
2011-03-14,63,2046,359,1687,2046
2011-03-14,47,2046,359,1687,2046
2011-03-14,19,2046,359,1687,2046
2011-03-15,14,2056,289,1767,2056
2011-03-15,10,2056,289,1767,2056
2011-03-15,3,2056,289,1767,2056
2011-03-15,2,2056,289,1767,2056
2011-03-15,11,2056,289,1767,2056
2011-03-15,35,2056,289,1767,2056
2011-03-15,119,2056,289,1767,2056
2011-03-15,282,2056,289,1767,2056
2011-03-15,157,2056,289,1767,2056
2011-03-15,78,2056,289,1767,2056
2011-03-15,78,2056,289,1767,2056
2011-03-15,102,2056,289,1767,2056
2011-03-15,97,2056,289,1767,2056
2011-03-15,88,2056,289,1767,2056
2011-03-15,90,2056,289,1767,2056
2011-03-15,114,2056,289,1767,2056
2011-03-15,217,2056,289,1767,2056
2011-03-15,225,2056,289,1767,2056
2011-03-15,152,2056,289,1767,2056
2011-03-15,88,2056,289,1767,2056
2011-03-15,55,2056,289,1767,2056
2011-03-15,21,2056,289,1767,2056
2011-03-15,18,2056,289,1767,2056
2011-03-16,8,2192,321,1871,2192
2011-03-16,3,2192,321,1871,2192
2011-03-16,3,2192,321,1871,2192
2011-03-16,1,2192,321,1871,2192
2011-03-16,3,2192,321,1871,2192
2011-03-16,31,2192,321,1871,2192
2011-03-16,111,2192,321,1871,2192
2011-03-16,253,2192,321,1871,2192
2011-03-16,154,2192,321,1871,2192
2011-03-16,68,2192,321,1871,2192
2011-03-16,75,2192,321,1871,2192
2011-03-16,88,2192,321,1871,2192
2011-03-16,99,2192,321,1871,2192
2011-03-16,100,2192,321,1871,2192
2011-03-16,101,2192,321,1871,2192
2011-03-16,151,2192,321,1871,2192
2011-03-16,253,2192,321,1871,2192
2011-03-16,237,2192,321,1871,2192
2011-03-16,168,2192,321,1871,2192
2011-03-16,121,2192,321,1871,2192
2011-03-16,78,2192,321,1871,2192
2011-03-16,59,2192,321,1871,2192
2011-03-16,27,2192,321,1871,2192
2011-03-17,23,2744,424,2320,2744
2011-03-17,12,2744,424,2320,2744
2011-03-17,8,2744,424,2320,2744
2011-03-17,2,2744,424,2320,2744
2011-03-17,3,2744,424,2320,2744
2011-03-17,13,2744,424,2320,2744
2011-03-17,51,2744,424,2320,2744
2011-03-17,140,2744,424,2320,2744
2011-03-17,299,2744,424,2320,2744
2011-03-17,185,2744,424,2320,2744
2011-03-17,78,2744,424,2320,2744
2011-03-17,86,2744,424,2320,2744
2011-03-17,105,2744,424,2320,2744
2011-03-17,111,2744,424,2320,2744
2011-03-17,119,2744,424,2320,2744
2011-03-17,125,2744,424,2320,2744
2011-03-17,142,2744,424,2320,2744
2011-03-17,313,2744,424,2320,2744
2011-03-17,310,2744,424,2320,2744
2011-03-17,207,2744,424,2320,2744
2011-03-17,137,2744,424,2320,2744
2011-03-17,138,2744,424,2320,2744
2011-03-17,87,2744,424,2320,2744
2011-03-17,50,2744,424,2320,2744
2011-03-18,29,3239,884,2355,3239
2011-03-18,16,3239,884,2355,3239
2011-03-18,14,3239,884,2355,3239
2011-03-18,5,3239,884,2355,3239
2011-03-18,10,3239,884,2355,3239
2011-03-18,36,3239,884,2355,3239
2011-03-18,123,3239,884,2355,3239
2011-03-18,280,3239,884,2355,3239
2011-03-18,210,3239,884,2355,3239
2011-03-18,117,3239,884,2355,3239
2011-03-18,159,3239,884,2355,3239
2011-03-18,195,3239,884,2355,3239
2011-03-18,175,3239,884,2355,3239
2011-03-18,174,3239,884,2355,3239
2011-03-18,173,3239,884,2355,3239
2011-03-18,204,3239,884,2355,3239
2011-03-18,332,3239,884,2355,3239
2011-03-18,331,3239,884,2355,3239
2011-03-18,190,3239,884,2355,3239
2011-03-18,149,3239,884,2355,3239
2011-03-18,113,3239,884,2355,3239
2011-03-18,118,3239,884,2355,3239
2011-03-18,86,3239,884,2355,3239
2011-03-19,76,3117,1424,1693,3117
2011-03-19,51,3117,1424,1693,3117
2011-03-19,25,3117,1424,1693,3117
2011-03-19,8,3117,1424,1693,3117
2011-03-19,3,3117,1424,1693,3117
2011-03-19,2,3117,1424,1693,3117
2011-03-19,10,3117,1424,1693,3117
2011-03-19,13,3117,1424,1693,3117
2011-03-19,48,3117,1424,1693,3117
2011-03-19,76,3117,1424,1693,3117
2011-03-19,140,3117,1424,1693,3117
2011-03-19,196,3117,1424,1693,3117
2011-03-19,267,3117,1424,1693,3117
2011-03-19,301,3117,1424,1693,3117
2011-03-19,312,3117,1424,1693,3117
2011-03-19,313,3117,1424,1693,3117
2011-03-19,304,3117,1424,1693,3117
2011-03-19,278,3117,1424,1693,3117
2011-03-19,217,3117,1424,1693,3117
2011-03-19,154,3117,1424,1693,3117
2011-03-19,108,3117,1424,1693,3117
2011-03-19,93,3117,1424,1693,3117
2011-03-19,72,3117,1424,1693,3117
2011-03-19,50,3117,1424,1693,3117
2011-03-20,40,2471,1047,1424,2471
2011-03-20,24,2471,1047,1424,2471
2011-03-20,30,2471,1047,1424,2471
2011-03-20,12,2471,1047,1424,2471
2011-03-20,3,2471,1047,1424,2471
2011-03-20,9,2471,1047,1424,2471
2011-03-20,4,2471,1047,1424,2471
2011-03-20,14,2471,1047,1424,2471
2011-03-20,37,2471,1047,1424,2471
2011-03-20,78,2471,1047,1424,2471
2011-03-20,136,2471,1047,1424,2471
2011-03-20,203,2471,1047,1424,2471
2011-03-20,228,2471,1047,1424,2471
2011-03-20,203,2471,1047,1424,2471
2011-03-20,279,2471,1047,1424,2471
2011-03-20,308,2471,1047,1424,2471
2011-03-20,224,2471,1047,1424,2471
2011-03-20,226,2471,1047,1424,2471
2011-03-20,156,2471,1047,1424,2471
2011-03-20,79,2471,1047,1424,2471
2011-03-20,67,2471,1047,1424,2471
2011-03-20,49,2471,1047,1424,2471
2011-03-20,38,2471,1047,1424,2471
2011-03-20,24,2471,1047,1424,2471
2011-03-21,13,2077,401,1676,2077
2011-03-21,7,2077,401,1676,2077
2011-03-21,6,2077,401,1676,2077
2011-03-21,1,2077,401,1676,2077
2011-03-21,2,2077,401,1676,2077
2011-03-21,32,2077,401,1676,2077
2011-03-21,18,2077,401,1676,2077
2011-03-21,98,2077,401,1676,2077
2011-03-21,127,2077,401,1676,2077
2011-03-21,62,2077,401,1676,2077
2011-03-21,79,2077,401,1676,2077
2011-03-21,81,2077,401,1676,2077
2011-03-21,112,2077,401,1676,2077
2011-03-21,101,2077,401,1676,2077
2011-03-21,107,2077,401,1676,2077
2011-03-21,141,2077,401,1676,2077
2011-03-21,272,2077,401,1676,2077
2011-03-21,276,2077,401,1676,2077
2011-03-21,221,2077,401,1676,2077
2011-03-21,122,2077,401,1676,2077
2011-03-21,91,2077,401,1676,2077
2011-03-21,78,2077,401,1676,2077
2011-03-21,30,2077,401,1676,2077
2011-03-22,11,2703,460,2243,2703
2011-03-22,19,2703,460,2243,2703
2011-03-22,1,2703,460,2243,2703
2011-03-22,5,2703,460,2243,2703
2011-03-22,1,2703,460,2243,2703
2011-03-22,12,2703,460,2243,2703
2011-03-22,60,2703,460,2243,2703
2011-03-22,136,2703,460,2243,2703
2011-03-22,336,2703,460,2243,2703
2011-03-22,178,2703,460,2243,2703
2011-03-22,124,2703,460,2243,2703
2011-03-22,86,2703,460,2243,2703
2011-03-22,121,2703,460,2243,2703
2011-03-22,106,2703,460,2243,2703
2011-03-22,101,2703,460,2243,2703
2011-03-22,134,2703,460,2243,2703
2011-03-22,165,2703,460,2243,2703
2011-03-22,307,2703,460,2243,2703
2011-03-22,312,2703,460,2243,2703
2011-03-22,164,2703,460,2243,2703
2011-03-22,135,2703,460,2243,2703
2011-03-22,87,2703,460,2243,2703
2011-03-22,70,2703,460,2243,2703
2011-03-22,32,2703,460,2243,2703
2011-03-23,11,2121,203,1918,2121
2011-03-23,7,2121,203,1918,2121
2011-03-23,2,2121,203,1918,2121
2011-03-23,3,2121,203,1918,2121
2011-03-23,10,2121,203,1918,2121
2011-03-23,44,2121,203,1918,2121
2011-03-23,118,2121,203,1918,2121
2011-03-23,261,2121,203,1918,2121
2011-03-23,182,2121,203,1918,2121
2011-03-23,75,2121,203,1918,2121
2011-03-23,71,2121,203,1918,2121
2011-03-23,87,2121,203,1918,2121
2011-03-23,108,2121,203,1918,2121
2011-03-23,84,2121,203,1918,2121
2011-03-23,85,2121,203,1918,2121
2011-03-23,136,2121,203,1918,2121
2011-03-23,273,2121,203,1918,2121
2011-03-23,238,2121,203,1918,2121
2011-03-23,159,2121,203,1918,2121
2011-03-23,75,2121,203,1918,2121
2011-03-23,22,2121,203,1918,2121
2011-03-23,44,2121,203,1918,2121
2011-03-23,26,2121,203,1918,2121
2011-03-24,11,1865,166,1699,1865
2011-03-24,3,1865,166,1699,1865
2011-03-24,6,1865,166,1699,1865
2011-03-24,1,1865,166,1699,1865
2011-03-24,1,1865,166,1699,1865
2011-03-24,9,1865,166,1699,1865
2011-03-24,41,1865,166,1699,1865
2011-03-24,108,1865,166,1699,1865
2011-03-24,124,1865,166,1699,1865
2011-03-24,97,1865,166,1699,1865
2011-03-24,65,1865,166,1699,1865
2011-03-24,71,1865,166,1699,1865
2011-03-24,94,1865,166,1699,1865
2011-03-24,101,1865,166,1699,1865
2011-03-24,83,1865,166,1699,1865
2011-03-24,90,1865,166,1699,1865
2011-03-24,84,1865,166,1699,1865
2011-03-24,233,1865,166,1699,1865
2011-03-24,214,1865,166,1699,1865
2011-03-24,138,1865,166,1699,1865
2011-03-24,118,1865,166,1699,1865
2011-03-24,78,1865,166,1699,1865
2011-03-24,62,1865,166,1699,1865
2011-03-24,33,1865,166,1699,1865
2011-03-25,18,2210,300,1910,2210
2011-03-25,5,2210,300,1910,2210
2011-03-25,5,2210,300,1910,2210
2011-03-25,2,2210,300,1910,2210
2011-03-25,5,2210,300,1910,2210
2011-03-25,9,2210,300,1910,2210
2011-03-25,32,2210,300,1910,2210
2011-03-25,104,2210,300,1910,2210
2011-03-25,237,2210,300,1910,2210
2011-03-25,166,2210,300,1910,2210
2011-03-25,68,2210,300,1910,2210
2011-03-25,75,2210,300,1910,2210
2011-03-25,145,2210,300,1910,2210
2011-03-25,138,2210,300,1910,2210
2011-03-25,133,2210,300,1910,2210
2011-03-25,122,2210,300,1910,2210
2011-03-25,150,2210,300,1910,2210
2011-03-25,225,2210,300,1910,2210
2011-03-25,198,2210,300,1910,2210
2011-03-25,135,2210,300,1910,2210
2011-03-25,81,2210,300,1910,2210
2011-03-25,75,2210,300,1910,2210
2011-03-25,43,2210,300,1910,2210
2011-03-25,39,2210,300,1910,2210
2011-03-26,28,2496,981,1515,2496
2011-03-26,27,2496,981,1515,2496
2011-03-26,25,2496,981,1515,2496
2011-03-26,9,2496,981,1515,2496
2011-03-26,6,2496,981,1515,2496
2011-03-26,8,2496,981,1515,2496
2011-03-26,10,2496,981,1515,2496
2011-03-26,41,2496,981,1515,2496
2011-03-26,66,2496,981,1515,2496
2011-03-26,100,2496,981,1515,2496
2011-03-26,125,2496,981,1515,2496
2011-03-26,168,2496,981,1515,2496
2011-03-26,227,2496,981,1515,2496
2011-03-26,239,2496,981,1515,2496
2011-03-26,216,2496,981,1515,2496
2011-03-26,219,2496,981,1515,2496
2011-03-26,248,2496,981,1515,2496
2011-03-26,203,2496,981,1515,2496
2011-03-26,153,2496,981,1515,2496
2011-03-26,138,2496,981,1515,2496
2011-03-26,85,2496,981,1515,2496
2011-03-26,51,2496,981,1515,2496
2011-03-26,63,2496,981,1515,2496
2011-03-26,41,2496,981,1515,2496
2011-03-27,31,1693,472,1221,1693
2011-03-27,20,1693,472,1221,1693
2011-03-27,21,1693,472,1221,1693
2011-03-27,14,1693,472,1221,1693
2011-03-27,6,1693,472,1221,1693
2011-03-27,2,1693,472,1221,1693
2011-03-27,7,1693,472,1221,1693
2011-03-27,14,1693,472,1221,1693
2011-03-27,54,1693,472,1221,1693
2011-03-27,86,1693,472,1221,1693
2011-03-27,108,1693,472,1221,1693
2011-03-27,163,1693,472,1221,1693
2011-03-27,147,1693,472,1221,1693
2011-03-27,164,1693,472,1221,1693
2011-03-27,172,1693,472,1221,1693
2011-03-27,143,1693,472,1221,1693
2011-03-27,159,1693,472,1221,1693
2011-03-27,137,1693,472,1221,1693
2011-03-27,103,1693,472,1221,1693
2011-03-27,57,1693,472,1221,1693
2011-03-27,36,1693,472,1221,1693
2011-03-27,30,1693,472,1221,1693
2011-03-27,19,1693,472,1221,1693
2011-03-28,12,2028,222,1806,2028
2011-03-28,6,2028,222,1806,2028
2011-03-28,5,2028,222,1806,2028
2011-03-28,2,2028,222,1806,2028
2011-03-28,8,2028,222,1806,2028
2011-03-28,40,2028,222,1806,2028
2011-03-28,110,2028,222,1806,2028
2011-03-28,254,2028,222,1806,2028
2011-03-28,121,2028,222,1806,2028
2011-03-28,69,2028,222,1806,2028
2011-03-28,57,2028,222,1806,2028
2011-03-28,79,2028,222,1806,2028
2011-03-28,83,2028,222,1806,2028
2011-03-28,80,2028,222,1806,2028
2011-03-28,72,2028,222,1806,2028
2011-03-28,132,2028,222,1806,2028
2011-03-28,252,2028,222,1806,2028
2011-03-28,241,2028,222,1806,2028
2011-03-28,173,2028,222,1806,2028
2011-03-28,112,2028,222,1806,2028
2011-03-28,61,2028,222,1806,2028
2011-03-28,40,2028,222,1806,2028
2011-03-28,19,2028,222,1806,2028
2011-03-29,16,2425,317,2108,2425
2011-03-29,4,2425,317,2108,2425
2011-03-29,3,2425,317,2108,2425
2011-03-29,3,2425,317,2108,2425
2011-03-29,2,2425,317,2108,2425
2011-03-29,8,2425,317,2108,2425
2011-03-29,50,2425,317,2108,2425
2011-03-29,133,2425,317,2108,2425
2011-03-29,287,2425,317,2108,2425
2011-03-29,172,2425,317,2108,2425
2011-03-29,59,2425,317,2108,2425
2011-03-29,81,2425,317,2108,2425
2011-03-29,106,2425,317,2108,2425
2011-03-29,104,2425,317,2108,2425
2011-03-29,86,2425,317,2108,2425
2011-03-29,87,2425,317,2108,2425
2011-03-29,136,2425,317,2108,2425
2011-03-29,299,2425,317,2108,2425
2011-03-29,294,2425,317,2108,2425
2011-03-29,190,2425,317,2108,2425
2011-03-29,132,2425,317,2108,2425
2011-03-29,83,2425,317,2108,2425
2011-03-29,55,2425,317,2108,2425
2011-03-29,35,2425,317,2108,2425
2011-03-30,11,1536,168,1368,1536
2011-03-30,10,1536,168,1368,1536
2011-03-30,4,1536,168,1368,1536
2011-03-30,4,1536,168,1368,1536
2011-03-30,1,1536,168,1368,1536
2011-03-30,7,1536,168,1368,1536
2011-03-30,48,1536,168,1368,1536
2011-03-30,136,1536,168,1368,1536
2011-03-30,263,1536,168,1368,1536
2011-03-30,154,1536,168,1368,1536
2011-03-30,64,1536,168,1368,1536
2011-03-30,90,1536,168,1368,1536
2011-03-30,80,1536,168,1368,1536
2011-03-30,98,1536,168,1368,1536
2011-03-30,80,1536,168,1368,1536
2011-03-30,70,1536,168,1368,1536
2011-03-30,36,1536,168,1368,1536
2011-03-30,116,1536,168,1368,1536
2011-03-30,85,1536,168,1368,1536
2011-03-30,72,1536,168,1368,1536
2011-03-30,44,1536,168,1368,1536
2011-03-30,27,1536,168,1368,1536
2011-03-30,24,1536,168,1368,1536
2011-03-30,12,1536,168,1368,1536
2011-03-31,3,1685,179,1506,1685
2011-03-31,5,1685,179,1506,1685
2011-03-31,5,1685,179,1506,1685
2011-03-31,1,1685,179,1506,1685
2011-03-31,2,1685,179,1506,1685
2011-03-31,8,1685,179,1506,1685
2011-03-31,36,1685,179,1506,1685
2011-03-31,92,1685,179,1506,1685
2011-03-31,192,1685,179,1506,1685
2011-03-31,132,1685,179,1506,1685
2011-03-31,69,1685,179,1506,1685
2011-03-31,58,1685,179,1506,1685
2011-03-31,90,1685,179,1506,1685
2011-03-31,68,1685,179,1506,1685
2011-03-31,76,1685,179,1506,1685
2011-03-31,65,1685,179,1506,1685
2011-03-31,85,1685,179,1506,1685
2011-03-31,168,1685,179,1506,1685
2011-03-31,177,1685,179,1506,1685
2011-03-31,130,1685,179,1506,1685
2011-03-31,85,1685,179,1506,1685
2011-03-31,60,1685,179,1506,1685
2011-03-31,51,1685,179,1506,1685
2011-03-31,27,1685,179,1506,1685
2011-04-01,6,2227,307,1920,2227
2011-04-01,4,2227,307,1920,2227
2011-04-01,7,2227,307,1920,2227
2011-04-01,4,2227,307,1920,2227
2011-04-01,3,2227,307,1920,2227
2011-04-01,12,2227,307,1920,2227
2011-04-01,28,2227,307,1920,2227
2011-04-01,95,2227,307,1920,2227
2011-04-01,206,2227,307,1920,2227
2011-04-01,173,2227,307,1920,2227
2011-04-01,75,2227,307,1920,2227
2011-04-01,89,2227,307,1920,2227
2011-04-01,95,2227,307,1920,2227
2011-04-01,110,2227,307,1920,2227
2011-04-01,87,2227,307,1920,2227
2011-04-01,111,2227,307,1920,2227
2011-04-01,167,2227,307,1920,2227
2011-04-01,281,2227,307,1920,2227
2011-04-01,241,2227,307,1920,2227
2011-04-01,136,2227,307,1920,2227
2011-04-01,77,2227,307,1920,2227
2011-04-01,93,2227,307,1920,2227
2011-04-01,74,2227,307,1920,2227
2011-04-01,53,2227,307,1920,2227
2011-04-02,32,2252,898,1354,2252
2011-04-02,32,2252,898,1354,2252
2011-04-02,21,2252,898,1354,2252
2011-04-02,9,2252,898,1354,2252
2011-04-02,5,2252,898,1354,2252
2011-04-02,5,2252,898,1354,2252
2011-04-02,12,2252,898,1354,2252
2011-04-02,18,2252,898,1354,2252
2011-04-02,55,2252,898,1354,2252
2011-04-02,87,2252,898,1354,2252
2011-04-02,154,2252,898,1354,2252
2011-04-02,198,2252,898,1354,2252
2011-04-02,184,2252,898,1354,2252
2011-04-02,137,2252,898,1354,2252
2011-04-02,190,2252,898,1354,2252
2011-04-02,136,2252,898,1354,2252
2011-04-02,196,2252,898,1354,2252
2011-04-02,184,2252,898,1354,2252
2011-04-02,179,2252,898,1354,2252
2011-04-02,148,2252,898,1354,2252
2011-04-02,85,2252,898,1354,2252
2011-04-02,77,2252,898,1354,2252
2011-04-02,55,2252,898,1354,2252
2011-04-02,53,2252,898,1354,2252
2011-04-03,39,3249,1651,1598,3249
2011-04-03,34,3249,1651,1598,3249
2011-04-03,24,3249,1651,1598,3249
2011-04-03,11,3249,1651,1598,3249
2011-04-03,3,3249,1651,1598,3249
2011-04-03,5,3249,1651,1598,3249
2011-04-03,33,3249,1651,1598,3249
2011-04-03,33,3249,1651,1598,3249
2011-04-03,62,3249,1651,1598,3249
2011-04-03,142,3249,1651,1598,3249
